exp,subject,condition,session,cond_session,start_date,start_time,box,session_timer,tot_trials,pks_sub,pks_opt,pks_sub_TL_A,pks_sub_TL_B,pks_opt_TL_A,pks_opt_TL_B,food_sub,noFood_sub,food_opt,noFood_opt,pk1_sub,pk1_opt,FE_sub_cumLat,FE_pks_sub,FE_pks_sub_TL_A,FE_pks_sub_TL_B,FE_food_sub,FE_noFood_sub,FE_sub_num_lat,FE_opt_cumLat,FE_pks_opt,FE_pks_opt_TL_A,FE_pks_opt_TL_B,FE_food_opt,FE_noFood_opt,FE_opt_num_lat,Notes
2,4,VI 35,30,13,230405,135856,4,1629,30,4,310,0,0,16,74,0,0,5,5,1,9,273,247,11,0,2,8,10,118,338,20,84,5,5,10,
2,4,VI 35,31,14,230406,135346,4,1628,30,3,286,0,0,18,54,0,1,4,5,0,10,246,247,9,0,2,8,10,208,356,25,57,5,5,10,
2,4,VI 35,32,15,230407,135323,4,1632,30,6,336,0,0,15,51,0,0,5,5,1,9,1133,224,9,0,2,8,9,218,373,17,45,5,5,8,
2,4,VI 35,33,16,230410,135452,4,1616,30,3,401,0,0,27,62,0,0,5,5,1,9,284,270,11,0,2,8,10,298,403,19,70,5,5,10,
2,4,VI 35,34,17,230411,135622,4,1617,30,2,378,0,0,4,56,0,0,5,5,1,9,268,270,9,2,2,8,10,146,412,18,62,5,5,10,
2,4,VI 35,35,18,230412,135155,4,1632,30,0,349,0,0,14,56,0,0,5,5,0,10,264,230,7,1,2,8,10,208,369,12,66,5,5,10,
2,4,VI 35,36,19,230413,134432,4,1650,30,7,328,0,0,9,42,0,0,5,5,1,9,513,235,4,0,2,8,10,205,376,4,23,5,5,10,
2,4,VI 35,37,20,230414,140604,4,1634,30,2,363,1,0,10,60,1,0,5,4,0,10,193,211,15,0,2,8,10,261,347,16,53,5,5,10,
2,4,VI 35,38,21,230417,135512,4,1631,30,25,310,3,0,5,42,1,1,4,4,1,9,227,250,7,11,2,8,10,321,388,6,76,5,5,10,
2,4,VI 35,39,22,230418,135053,4,1627,30,27,311,0,0,2,43,0,2,5,3,1,9,235,198,3,0,2,8,10,191,400,3,35,5,5,10,
2,4,VI 35,40,23,230419,135227,4,1634,30,14,321,0,0,1,30,0,2,4,4,0,10,466,212,6,0,2,8,10,276,395,7,30,5,5,10,
2,4,VI 35,41,24,230420,135136,4,1626,30,16,314,0,0,6,23,0,0,5,5,0,10,200,245,9,0,2,8,10,215,352,9,31,5,5,10,
2,4,VI 35,42,25,230421,135215,4,1639,30,5,277,0,0,14,21,0,1,5,4,0,10,380,221,9,0,2,8,10,343,333,6,37,5,5,10,
2,4,VI 35,43,26,230424,135554,4,1620,30,17,295,0,0,3,28,0,0,5,5,0,10,221,262,9,0,2,8,10,248,344,2,29,5,5,10,
2,4,VI 35,44,27,230425,135339,4,1621,30,5,351,0,0,4,38,0,0,5,5,0,10,277,262,4,0,2,8,10,128,372,5,39,5,5,10,
2,34,VI 4.75,1,1,230216,145539,3,726,30,36,81,15,6,9,59,1,3,3,3,4,6,302,106,25,16,2,8,10,94,116,27,87,5,5,10,
2,34,VI 4.75,2,2,230217,150915,3,716,30,39,68,0,11,12,49,0,3,5,2,2,8,275,80,24,16,2,8,10,65,112,17,70,5,5,10,
2,34,VI 4.75,3,3,230220,150712,3,730,30,21,76,2,0,30,60,1,0,5,4,2,8,381,39,16,19,2,8,10,120,87,23,49,5,5,10,
2,34,VI 4.75,4,4,230221,150639,3,871,30,33,53,0,0,0,40,0,2,4,4,2,8,386,36,19,2,2,8,10,825,66,22,39,5,5,10,
2,34,VI 4.75,5,5,230222,150341,3,838,30,4,60,0,0,6,17,0,2,3,5,1,9,169,30,14,17,2,8,10,81,104,15,40,5,5,10,
2,34,VI 4.75,6,6,230223,150601,3,792,30,7,91,10,1,21,22,1,1,4,4,2,8,137,64,27,1,2,8,10,80,64,19,37,5,5,10,
2,34,VI 4.75,7,7,230224,145638,3,769,30,4,95,0,0,11,22,0,0,5,5,1,9,252,72,14,2,2,8,10,92,91,15,24,5,5,10,
2,34,VI 4.75,8,8,230227,145717,3,740,30,0,98,0,0,18,31,0,0,5,5,0,10,292,89,43,16,2,8,10,62,103,6,37,5,5,10,
2,34,VI 4.75,9,9,230228,150301,3,719,30,1,107,0,11,11,26,0,1,5,4,1,9,246,54,29,17,2,8,10,62,109,19,20,5,5,10,
2,34,VI 4.75,10,10,230301,144739,3,740,30,0,106,0,0,12,31,0,0,5,5,0,10,247,87,28,62,2,8,10,114,82,10,37,5,5,10,
2,34,VI 4.75,11,11,230302,151401,3,722,30,3,90,0,0,13,31,0,0,5,5,1,9,168,82,39,71,2,8,10,62,101,7,22,5,5,10,
2,34,VI 4.75,12,12,230303,145543,3,722,30,1,103,0,0,13,18,0,0,5,5,0,10,153,73,25,41,2,8,10,57,102,10,15,5,5,10,
2,34,VI 4.75,13,13,230306,150901,3,724,30,2,94,0,12,23,19,0,1,4,5,1,9,109,83,34,76,2,8,10,62,112,5,44,5,5,10,
2,34,VI 4.75,14,14,230307,145727,3,713,30,4,87,0,6,4,25,0,1,4,5,2,8,118,73,33,93,2,8,10,56,95,4,33,5,5,10,
2,34,VI 4.75,15,15,230308,144320,3,709,30,0,100,0,0,3,19,0,0,5,5,0,10,90,79,30,59,2,8,10,62,98,11,29,5,5,10,
2,34,VI 4.75,16,16,230309,145416,3,707,30,0,99,0,0,6,21,0,0,5,5,0,10,112,110,33,52,2,8,10,55,103,11,14,5,5,10,
2,34,VI 4.75,17,17,230310,145056,3,724,30,39,76,0,2,4,15,0,2,4,4,4,6,83,124,23,24,2,8,10,70,111,8,25,5,5,10,
2,34,VI 35,18,1,230320,150047,3,1616,30,37,392,0,0,6,36,0,0,5,5,1,9,182,376,10,35,2,8,10,121,423,12,27,5,5,10,
2,34,VI 35,19,2,230321,150143,3,1611,30,91,419,0,0,4,35,0,0,5,5,1,9,103,457,16,6,2,8,10,75,519,5,23,5,5,10,
2,34,VI 35,20,3,230322,150027,3,1620,30,30,503,0,0,10,36,0,0,5,5,1,9,149,444,14,5,2,8,10,84,511,11,29,5,5,10,
2,34,VI 35,21,4,230323,150204,3,1616,30,6,516,0,0,11,22,0,0,5,5,1,9,82,513,15,0,2,8,10,116,487,7,27,5,5,10,
2,34,VI 35,22,5,230324,143758,3,1621,30,19,499,0,0,7,43,0,0,5,5,0,10,148,458,22,15,2,8,10,92,479,7,38,5,5,10,
2,34,VI 35,23,6,230327,144214,3,1623,30,2,453,0,0,21,36,0,0,5,5,0,10,227,315,24,6,2,8,10,66,424,13,29,5,5,10,
2,34,VI 35,24,7,230328,150500,3,1627,30,3,442,0,0,10,32,0,0,5,5,0,10,332,355,28,7,2,8,10,121,422,18,32,5,5,10,
2,34,VI 35,25,8,230329,144100,3,1638,30,2,356,0,0,5,45,0,0,5,5,0,10,266,363,19,5,2,8,10,73,382,13,36,5,5,10,
2,34,VI 35,26,9,230330,150113,3,1624,30,2,391,0,0,9,27,0,1,4,5,1,9,156,333,19,4,2,8,10,103,413,13,26,5,5,10,
2,34,VI 35,27,10,230403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/3 power went out
2,34,VI 35,28,11,230406,145051,3,1621,30,0,280,0,0,6,19,0,0,5,5,0,10,305,285,13,49,2,8,10,265,297,4,16,5,5,10,4/4 ran wrong program
2,34,VI 35,29,12,230407,144432,3,1628,30,2,341,0,0,14,25,0,0,5,5,1,9,511,332,18,37,2,8,10,190,397,6,32,5,5,10,
2,34,VI 35,30,13,230410,144411,3,1627,30,0,438,0,0,8,35,0,0,5,5,0,10,194,346,17,18,2,8,10,100,461,11,34,5,5,10,
2,34,VI 35,31,14,230411,144651,3,1616,30,1,393,0,0,9,28,0,0,5,5,0,10,205,331,12,51,2,8,10,111,461,16,31,5,5,10,
2,34,VI 35,32,15,230412,145418,3,1628,30,4,389,0,0,12,30,0,0,5,5,1,9,497,316,19,67,2,8,10,105,387,16,32,5,5,10,
2,34,VI 35,33,16,230413,150357,3,1620,30,3,421,0,0,14,32,0,0,5,5,0,10,226,362,20,17,2,8,10,82,487,13,31,5,5,10,
2,34,VI 35,34,17,230414,145345,3,1626,30,1,405,0,0,8,26,0,0,5,5,1,9,257,343,21,7,2,8,10,67,417,12,29,5,5,10,
2,34,VI 35,35,18,230417,152335,3,1619,30,3,402,0,0,29,38,0,1,5,4,0,10,231,357,26,9,2,8,10,127,386,24,40,5,5,10,
2,34,VI 35,36,19,230418,150017,3,1631,30,1,353,0,0,10,23,0,0,5,5,0,10,211,296,18,0,2,8,10,138,334,7,27,5,5,10,
2,34,VI 35,37,20,230419,145239,3,1628,30,3,428,0,0,10,32,0,0,5,5,0,10,141,341,13,1,2,8,10,74,394,7,30,5,5,10,
2,34,VI 35,38,21,230420,150639,3,1617,30,0,425,0,0,24,30,0,0,5,5,0,10,404,361,33,0,2,8,9,107,402,13,25,5,5,10,
2,34,VI 35,39,22,230421,144506,3,1621,30,0,448,0,0,10,21,0,0,5,5,0,10,184,456,17,1,2,8,10,100,428,9,24,5,5,10,
2,34,VI 35,40,23,230424,150223,3,1621,30,1,462,0,0,14,30,0,0,5,5,1,9,137,367,32,20,2,8,10,118,440,8,21,5,5,10,
2,34,VI 35,41,24,230425,144641,3,1625,30,1,420,0,0,24,25,0,0,5,5,0,10,220,355,24,24,2,8,10,64,446,8,26,5,5,10,
2,34,VI 35,42,25,230426,145410,3,1613,30,0,394,0,0,9,20,0,0,5,5,0,10,228,356,23,0,2,8,10,174,389,7,29,5,5,10,
2,34,VI 35,43,26,230427,145150,3,1622,30,0,386,0,0,6,30,0,0,5,5,0,10,292,432,18,1,2,8,10,120,385,11,18,5,5,10,
2,34,VI 35,44,27,230428,150358,3,1624,30,0,390,0,0,16,15,0,0,5,5,0,10,443,339,18,19,2,8,10,127,401,4,21,5,5,10,
